Frequency/GHz, Amplitude rel. 1, Phase 1, Ref.Amplitude rel. 1, Ref.Phase 1, Amplitude rel. 2, Phase 2, Ref.Amplitude rel. 2, Ref.Phase 2
  4765.0,  1.000441E-3,   580.95892,          NaN,         NaN, 1.279443E-12,   694.56057,          NaN,         NaN
  4766.0,  9.966502E-4,   581.09973,          NaN,         NaN, 1.344109E-12,   694.72185,          NaN,         NaN
  4767.0,  9.901307E-4,   581.23951,          NaN,         NaN, 1.399206E-12,   694.88445,          NaN,         NaN
  4768.0,  9.807551E-4,   581.37800,          NaN,         NaN, 1.444353E-12,   695.04850,          NaN,         NaN
  4769.0,  9.684081E-4,   581.51492,          NaN,         NaN, 1.479352E-12,   695.21413,          NaN,         NaN
  4770.0,  9.529944E-4,   581.64992,          NaN,         NaN, 1.504198E-12,   695.38150,          NaN,         NaN
  4771.0,  9.344472E-4,   581.78262,          NaN,         NaN, 1.519078E-12,   695.55079,          NaN,         NaN
  4772.0,  9.127387E-4,   581.91258,          NaN,         NaN, 1.524374E-12,   695.72218,          NaN,         NaN
  4773.0,  8.878919E-4,   582.03926,          NaN,         NaN, 1.520651E-12,   695.89588,          NaN,         NaN
  4774.0,  8.599948E-4,   582.16205,          NaN,         NaN, 1.508652E-12,   696.07208,          NaN,         NaN
  4775.0,  8.292177E-4,   582.28017,          NaN,         NaN, 1.489279E-12,   696.25097,          NaN,         NaN
  4776.0,  7.958324E-4,   582.39274,          NaN,         NaN, 1.463571E-12,   696.43271,          NaN,         NaN
  4777.0,  7.602376E-4,   582.49866,          NaN,         NaN, 1.432675E-12,   696.61742,          NaN,         NaN
  4778.0,  7.229878E-4,   582.59664,          NaN,         NaN, 1.397810E-12,   696.80513,          NaN,         NaN
  4779.0,  6.848283E-4,   582.68513,          NaN,         NaN, 1.360223E-12,   696.99578,          NaN,         NaN
  4780.0,  6.467342E-4,   582.76239,          NaN,         NaN, 1.321138E-12,   697.18919,          NaN,         NaN
  4781.0,  6.099482E-4,   582.82660,          NaN,         NaN, 1.281698E-12,   697.38497,          NaN,         NaN
  4782.0,  5.760020E-4,   582.87608,          NaN,         NaN, 1.242909E-12,   697.58256,          NaN,         NaN
  4783.0,  5.466941E-4,   582.90981,          NaN,         NaN, 1.205579E-12,   697.78118,          NaN,         NaN
  4784.0,  5.239793E-4,   582.92815,          NaN,         NaN, 1.170275E-12,   697.97984,          NaN,         NaN
  4785.0,  5.097282E-4,   582.93363,          NaN,         NaN, 1.137294E-12,   698.17737,          NaN,         NaN
  4786.0,  5.053668E-4,   582.93124,          NaN,         NaN, 1.106655E-12,   698.37246,          NaN,         NaN
  4787.0,  5.115063E-4,   582.92777,          NaN,         NaN, 1.078131E-12,   698.56373,          NaN,         NaN
  4788.0,  5.277501E-4,   582.93014,          NaN,         NaN, 1.051295E-12,   698.74977,          NaN,         NaN
  4789.0,  5.527884E-4,   582.94369,          NaN,         NaN, 1.025603E-12,   698.92925,          NaN,         NaN
  4790.0,  5.847118E-4,   582.97132,          NaN,         NaN, 1.000484E-12,   699.10087,          NaN,         NaN
  4791.0,  6.213664E-4,   583.01365,          NaN,         NaN, 9.754350E-13,   699.26344,          NaN,         NaN
  4792.0,  6.606183E-4,   583.06980,          NaN,         NaN, 9.501171E-13,   699.41582,          NaN,         NaN
  4793.0,  7.004951E-4,   583.13813,          NaN,         NaN, 9.244407E-13,   699.55695,          NaN,         NaN
  4794.0,  7.392380E-4,   583.21677,          NaN,         NaN, 8.986362E-13,   699.68583,          NaN,         NaN
  4795.0,  7.753037E-4,   583.30391,          NaN,         NaN, 8.733060E-13,   699.80155,          NaN,         NaN
  4796.0,  8.073487E-4,   583.39790,          NaN,         NaN, 8.494490E-13,   699.90344,          NaN,         NaN
  4797.0,  8.342098E-4,   583.49734,          NaN,         NaN, 8.284440E-13,   699.99118,          NaN,         NaN
  4798.0,  8.548887E-4,   583.60097,          NaN,         NaN, 8.119721E-13,   700.06513,          NaN,         NaN
  4799.0,  8.685412E-4,   583.70773,          NaN,         NaN, 8.018581E-13,   700.12656,          NaN,         NaN
  4800.0,  8.744725E-4,   583.81664,          NaN,         NaN, 7.998282E-13,   700.17788,          NaN,         NaN
  4801.0,  8.721362E-4,   583.92679,          NaN,         NaN, 8.072172E-13,   700.22253,          NaN,         NaN
  4802.0,  8.611376E-4,   584.03727,          NaN,         NaN, 8.247003E-13,   700.26457,          NaN,         NaN
  4803.0,  8.412406E-4,   584.14712,          NaN,         NaN, 8.521434E-13,   700.30801,          NaN,         NaN
  4804.0,  8.123783E-4,   584.25524,          NaN,         NaN, 8.886196E-13,   700.35613,          NaN,         NaN
  4805.0,  7.746698E-4,   584.36026,          NaN,         NaN, 9.325716E-13,   700.41113,          NaN,         NaN
  4806.0,  7.284475E-4,   584.46040,          NaN,         NaN, 9.820435E-13,   700.47406,          NaN,         NaN
  4807.0,  6.743018E-4,   584.55317,          NaN,         NaN, 1.034904E-12,   700.54506,          NaN,         NaN
  4808.0,  6.131627E-4,   584.63488,          NaN,         NaN, 1.089019E-12,   700.62363,          NaN,         NaN
  4809.0,  5.464531E-4,   584.69979,          NaN,         NaN, 1.142368E-12,   700.70895,          NaN,         NaN
  4810.0,  4.763967E-4,   584.73867,          NaN,         NaN, 1.193110E-12,   700.80004,          NaN,         NaN
  4811.0,  4.066477E-4,   584.73643,          NaN,         NaN, 1.239620E-12,   700.89591,          NaN,         NaN
  4812.0,  3.435239E-4,   584.66998,          NaN,         NaN, 1.280507E-12,   700.99559,          NaN,         NaN
  4813.0,  2.977496E-4,   584.51497,          NaN,         NaN, 1.314618E-12,   701.09822,          NaN,         NaN
  4814.0,  2.836291E-4,   584.28260,          NaN,         NaN, 1.341047E-12,   701.20301,          NaN,         NaN
  4815.0,  3.093873E-4,   584.05479,          NaN,         NaN, 1.359129E-12,   701.30921,          NaN,         NaN
  4816.0,  3.685923E-4,   583.90865,          NaN,         NaN, 1.368440E-12,   701.41617,          NaN,         NaN
  4817.0,  4.485202E-4,   583.85012,          NaN,         NaN, 1.368798E-12,   701.52326,          NaN,         NaN
  4818.0,  5.392737E-4,   583.85409,          NaN,         NaN, 1.360249E-12,   701.62989,          NaN,         NaN
  4819.0,  6.346734E-4,   583.89820,          NaN,         NaN, 1.343068E-12,   701.73550,          NaN,         NaN
  4820.0,  7.307927E-4,   583.96801,          NaN,         NaN, 1.317742E-12,   701.83952,          NaN,         NaN
  4821.0,  8.248986E-4,   584.05472,          NaN,         NaN, 1.284962E-12,   701.94139,          NaN,         NaN
  4822.0,  9.149077E-4,   584.15292,          NaN,         NaN, 1.245601E-12,   702.04055,          NaN,         NaN
  4823.0,  9.991239E-4,   584.25913,          NaN,         NaN, 1.200695E-12,   702.13643,          NaN,         NaN
  4824.0,  1.076114E-3,   584.37107,          NaN,         NaN, 1.151417E-12,   702.22849,          NaN,         NaN
  4825.0,  1.144645E-3,   584.48715,          NaN,         NaN, 1.099039E-12,   702.31622,          NaN,         NaN
  4826.0,  1.203661E-3,   584.60623,          NaN,         NaN, 1.044892E-12,   702.39918,          NaN,         NaN
  4827.0,  1.252269E-3,   584.72744,          NaN,         NaN, 9.903148E-13,   702.47706,          NaN,         NaN
  4828.0,  1.289738E-3,   584.85014,          NaN,         NaN, 9.365840E-13,   702.54977,          NaN,         NaN
  4829.0,  1.315499E-3,   584.97375,          NaN,         NaN, 8.848430E-13,   702.61750,          NaN,         NaN
  4830.0,  1.329152E-3,   585.09779,          NaN,         NaN, 8.360165E-13,   702.68082,          NaN,         NaN
  4831.0,  1.330464E-3,   585.22183,          NaN,         NaN, 7.907272E-13,   702.74074,          NaN,         NaN
  4832.0,  1.319376E-3,   585.34541,          NaN,         NaN, 7.492277E-13,   702.79871,          NaN,         NaN
  4833.0,  1.296006E-3,   585.46807,          NaN,         NaN, 7.113630E-13,   702.85652,          NaN,         NaN
  4834.0,  1.260647E-3,   585.58928,          NaN,         NaN, 6.765800E-13,   702.91622,          NaN,         NaN
  4835.0,  1.213775E-3,   585.70841,          NaN,         NaN, 6.439878E-13,   702.97990,          NaN,         NaN
  4836.0,  1.156049E-3,   585.82467,          NaN,         NaN, 6.124627E-13,   703.04953,          NaN,         NaN
  4837.0,  1.088321E-3,   585.93703,          NaN,         NaN, 5.807774E-13,   703.12689,          NaN,         NaN
  4838.0,  1.011647E-3,   586.04411,          NaN,         NaN, 5.477347E-13,   703.21359,          NaN,         NaN
  4839.0,  9.273170E-4,   586.14393,          NaN,         NaN, 5.122862E-13,   703.31119,          NaN,         NaN
  4840.0,  8.369143E-4,   586.23362,          NaN,         NaN, 4.736319E-13,   703.42149,          NaN,         NaN
  4841.0,  7.424208E-4,   586.30886,          NaN,         NaN, 4.313051E-13,   703.54698,          NaN,         NaN
  4842.0,  6.464343E-4,   586.36292,          NaN,         NaN, 3.852621E-13,   703.69157,          NaN,         NaN
  4843.0,  5.525875E-4,   586.38526,          NaN,         NaN, 3.360221E-13,   703.86203,          NaN,         NaN
  4844.0,  4.663288E-4,   586.35999,          NaN,         NaN, 2.849501E-13,   704.07051,          NaN,         NaN
  4845.0,  3.960886E-4,   586.26748,          NaN,         NaN, 2.349119E-13,   704.33930,          NaN,         NaN
  4846.0,  3.536143E-4,   586.09971,          NaN,         NaN, 1.917288E-13,   704.70543,          NaN,         NaN
  4847.0,  3.493711E-4,   585.89277,          NaN,         NaN, 1.661470E-13,   705.20108,          NaN,         NaN
  4848.0,  3.831481E-4,   585.71904,          NaN,         NaN, 1.702953E-13,   705.76453,          NaN,         NaN
  4849.0,  4.438054E-4,   585.61935,          NaN,         NaN, 2.041300E-13,   706.24946,          NaN,         NaN
  4850.0,  5.188505E-4,   585.58821,          NaN,         NaN, 2.562210E-13,   706.61176,          NaN,         NaN
  4851.0,  5.994590E-4,   585.60609,          NaN,         NaN, 3.165818E-13,   706.88794,          NaN,         NaN
  4852.0,  6.801446E-4,   585.65659,          NaN,         NaN, 3.793518E-13,   707.11333,          NaN,         NaN
  4853.0,  7.574682E-4,   585.72880,          NaN,         NaN, 4.410164E-13,   707.30873,          NaN,         NaN
  4854.0,  8.291667E-4,   585.81573,          NaN,         NaN, 4.991725E-13,   707.48554,          NaN,         NaN
  4855.0,  8.936820E-4,   585.91292,          NaN,         NaN, 5.519820E-13,   707.65014,          NaN,         NaN
  4856.0,  9.499152E-4,   586.01742,          NaN,         NaN, 5.979453E-13,   707.80619,          NaN,         NaN
  4857.0,  9.970959E-4,   586.12724,          NaN,         NaN, 6.358112E-13,   707.95580,          NaN,         NaN
  4858.0,  1.034708E-3,   586.24100,          NaN,         NaN, 6.645440E-13,   708.10016,          NaN,         NaN
  4859.0,  1.062447E-3,   586.35771,          NaN,         NaN, 6.833185E-13,   708.23984,          NaN,         NaN
  4860.0,  1.080189E-3,   586.47665,          NaN,         NaN, 6.915279E-13,   708.37492,          NaN,         NaN
  4861.0,  1.087972E-3,   586.59728,          NaN,         NaN, 6.888004E-13,   708.50504,          NaN,         NaN
  4862.0,  1.085976E-3,   586.71920,          NaN,         NaN, 6.750237E-13,   708.62938,          NaN,         NaN
  4863.0,  1.074509E-3,   586.84211,          NaN,         NaN, 6.503803E-13,   708.74651,          NaN,         NaN
  4864.0,  1.053991E-3,   586.96579,          NaN,         NaN, 6.154042E-13,   708.85413,          NaN,         NaN
  4865.0,  1.024938E-3,   587.09009,          NaN,         NaN, 5.710778E-13,   708.94863,          NaN,         NaN
  4866.0,  9.879492E-4,   587.21491,          NaN,         NaN, 5.190100E-13,   709.02428,          NaN,         NaN
  4867.0,  9.436876E-4,   587.34020,          NaN,         NaN, 4.617779E-13,   709.07192,          NaN,         NaN
  4868.0,  8.928685E-4,   587.46601,          NaN,         NaN, 4.035886E-13,   709.07725,          NaN,         NaN
  4869.0,  8.362421E-4,   587.59244,          NaN,         NaN, 3.514280E-13,   709.02065,          NaN,         NaN
  4870.0,  7.745796E-4,   587.71969,          NaN,         NaN, 3.162310E-13,   708.88697,          NaN,         NaN
  4871.0,  7.086605E-4,   587.84810,          NaN,         NaN, 3.109374E-13,   708.69666,          NaN,         NaN
  4872.0,  6.392608E-4,   587.97824,          NaN,         NaN, 3.419469E-13,   708.51958,          NaN,         NaN
  4873.0,  5.671460E-4,   588.11100,          NaN,         NaN, 4.036837E-13,   708.41295,          NaN,         NaN
  4874.0,  4.930692E-4,   588.24785,          NaN,         NaN, 4.854370E-13,   708.38149,          NaN,         NaN
  4875.0,  4.177804E-4,   588.39134,          NaN,         NaN, 5.782709E-13,   708.40629,          NaN,         NaN
  4876.0,  3.420619E-4,   588.54625,          NaN,         NaN, 6.761057E-13,   708.46913,          NaN,         NaN
  4877.0,  2.668351E-4,   588.72251,          NaN,         NaN, 7.747924E-13,   708.55757,          NaN,         NaN
  4878.0,  1.935112E-4,   588.94432,          NaN,         NaN, 8.713017E-13,   708.66372,          NaN,         NaN
  4879.0,  1.254706E-4,   589.28494,          NaN,         NaN, 9.632680E-13,   708.78262,          NaN,         NaN
  4880.0,  7.623310E-5,   589.99353,          NaN,         NaN, 1.048758E-12,   708.91113,          NaN,         NaN
  4881.0,  8.450207E-5,   591.06102,          NaN,         NaN, 1.126160E-12,   709.04719,          NaN,         NaN
  4882.0,  1.379355E-4,   591.63140,          NaN,         NaN, 1.194127E-12,   709.18948,          NaN,         NaN
  4883.0,  2.015136E-4,   591.92682,          NaN,         NaN, 1.251562E-12,   709.33713,          NaN,         NaN
  4884.0,  2.662645E-4,   592.13232,          NaN,         NaN, 1.297605E-12,   709.48963,          NaN,         NaN
  4885.0,  3.298469E-4,   592.30126,          NaN,         NaN, 1.331641E-12,   709.64669,          NaN,         NaN
  4886.0,  3.913177E-4,   592.45250,          NaN,         NaN, 1.353302E-12,   709.80825,          NaN,         NaN
  4887.0,  4.501381E-4,   592.59424,          NaN,         NaN, 1.362481E-12,   709.97439,          NaN,         NaN
  4888.0,  5.059136E-4,   592.73062,          NaN,         NaN, 1.359336E-12,   710.14538,          NaN,         NaN
  4889.0,  5.583057E-4,   592.86399,          NaN,         NaN, 1.344308E-12,   710.32165,          NaN,         NaN
  4890.0,  6.069975E-4,   592.99582,          NaN,         NaN, 1.318129E-12,   710.50380,          NaN,         NaN
  4891.0,  6.516800E-4,   593.12708,          NaN,         NaN, 1.281843E-12,   710.69265,          NaN,         NaN
  4892.0,  6.920479E-4,   593.25844,          NaN,         NaN, 1.236828E-12,   710.88923,          NaN,         NaN
  4893.0,  7.278000E-4,   593.39044,          NaN,         NaN, 1.184819E-12,   711.09479,          NaN,         NaN
  4894.0,  7.586449E-4,   593.52345,          NaN,         NaN, 1.127943E-12,   711.31084,          NaN,         NaN
  4895.0,  7.843069E-4,   593.65782,          NaN,         NaN, 1.068743E-12,   711.53906,          NaN,         NaN
  4896.0,  8.045345E-4,   593.79380,          NaN,         NaN, 1.010195E-12,   711.78111,          NaN,         NaN
  4897.0,  8.191098E-4,   593.93165,          NaN,         NaN, 9.556656E-13,   712.03831,          NaN,         NaN
  4898.0,  8.278572E-4,   594.07159,          NaN,         NaN, 9.087618E-13,   712.31103,          NaN,         NaN
  4899.0,  8.306530E-4,   594.21385,          NaN,         NaN, 8.730091E-13,   712.59794,          NaN,         NaN
  4900.0,  8.274341E-4,   594.35865,          NaN,         NaN, 8.513250E-13,   712.89545,          NaN,         NaN
  4901.0,  8.182053E-4,   594.50624,          NaN,         NaN, 8.453995E-13,   713.19776,          NaN,         NaN
